0,0.000164102294804
1,9.18972850883e-05
2,8.78858956668e-05
3,8.13218038758e-05
4,7.51223838478e-05
5,7.62163991368e-05
6,7.40283685445e-05
7,7.6945742677e-05
8,8.60625368375e-05
9,7.6945742677e-05
10,6.56409179243e-05
11,6.92876355828e-05
12,7.25696814925e-05
13,7.1110994412e-05
14,7.0746322649e-05
15,9.37206439318e-05
16,8.78858956668e-05
17,7.84044297291e-05
18,7.6581070914e-05
19,6.4911574384e-05
20,8.56978650603e-05
21,7.36636967673e-05
22,7.36636967673e-05
23,8.75212238896e-05
24,8.64272086005e-05
25,7.87691015205e-05
26,7.58517273738e-05
27,7.6581070914e-05
28,7.98631168095e-05
29,7.58517273738e-05
30,7.18403379523e-05
31,7.43930403218e-05
32,8.05924603355e-05
33,0.000108672186329
34,7.29343532413e-05
35,7.51223838336e-05
36,7.7675086203e-05
37,7.47577120706e-05
38,0.000130917164086
39,8.02277885725e-05
40,7.43930403075e-05
41,7.80397579803e-05
42,6.89229638198e-05
43,7.25696814783e-05
44,8.20511474018e-05
45,7.98631167953e-05
46,7.40283685445e-05
47,6.30882155548e-05
48,7.731041444e-05
49,8.9709254496e-05
50,8.02277885725e-05
51,7.0381650886e-05
52,7.32990250043e-05
53,7.40283685445e-05
54,8.05924603355e-05
55,7.25696814783e-05
56,7.1475666175e-05
57,0.000101743422775
58,7.29343532555e-05
59,7.58517273738e-05
60,7.32990250043e-05
61,7.47577120848e-05
62,8.05924603355e-05
63,7.14756661893e-05
64,7.51223838478e-05
65,7.58517273738e-05
66,7.29343532555e-05
67,7.18403379523e-05
68,7.07463226632e-05
69,8.60625368375e-05
70,7.94984450465e-05
71,7.25696814783e-05
72,9.15326133253e-05
73,7.1475666175e-05
74,7.58517273738e-05
75,8.16864756388e-05
76,6.56409179243e-05
77,9.18972850883e-05
78,7.1110994412e-05
79,7.43930403075e-05
80,7.94984450465e-05
81,7.0016979123e-05
82,0.000160090905382
83,9.40853156948e-05
84,6.92876355828e-05
85,7.58517273738e-05
86,7.18403379381e-05
87,8.42391780083e-05
88,0.000145504034734
89,7.84044297433e-05
90,9.55440027468e-05
91,7.1110994412e-05
92,7.25696814783e-05
93,7.94984450323e-05
94,0.000227190510373
95,8.71565521265e-05
96,7.0016979123e-05
97,7.18403379523e-05
98,7.36636967673e-05
99,8.46038497713e-05
100,7.14756661893e-05
101,8.64272086005e-05
102,7.22050097153e-05
103,6.49115743983e-05
104,8.67918803635e-05
105,7.36636967815e-05
106,6.3452887332e-05
107,0.000198381440839
108,7.58517273738e-05
109,7.22050097153e-05
110,7.0381650886e-05
111,7.25696814783e-05
112,8.3509834468e-05
113,7.14756661893e-05
114,0.000159361561842
115,0.000195464066707
116,0.000121800369925
117,7.87691015063e-05
118,7.29343532413e-05
119,7.22050097153e-05
120,7.91337732693e-05
121,0.000107942842803
122,8.02277885583e-05
123,6.4546902621e-05
124,0.000109036858092
125,7.0381650886e-05
126,7.36636967815e-05
127,6.30882155548e-05
128,8.02277885725e-05
129,7.18403379523e-05
130,6.70996049905e-05
131,6.85582920426e-05
132,7.80397579661e-05
133,9.00739262732e-05
134,7.25696814783e-05
135,0.000110130873409
136,7.6945742677e-05
137,7.29343532555e-05
138,7.51223838336e-05
139,7.0381650886e-05
140,7.98631168095e-05
141,7.36636967815e-05
142,8.97092544818e-05
143,9.08032697851e-05
144,8.60625368375e-05
145,8.2415819179e-05
146,7.43930403075e-05
147,7.14756661893e-05
148,0.000135293225284
149,8.38745062453e-05
150,9.18972851025e-05
151,7.18403379523e-05
152,9.08032697993e-05
153,0.000102108094538
154,8.49685215343e-05
155,6.78289485307e-05
156,7.11109944262e-05
157,8.20511474018e-05
158,8.27804909278e-05
159,7.1475666175e-05
160,0.000112318904002
161,8.05924603355e-05
162,7.36636967815e-05
163,7.25696814783e-05
164,0.000166654997173
165,0.000133105194678
166,7.62163991368e-05
167,8.09571320985e-05
168,7.6945742677e-05
169,0.00035044956735
170,8.05924603355e-05
171,8.24158191648e-05
172,7.18403379381e-05
173,7.22050097153e-05
174,7.43930403075e-05
175,0.000187805959612
176,7.65810708998e-05
177,7.6581070914e-05
178,7.54870556108e-05
179,8.31451626908e-05
180,8.3874506231e-05
181,0.000119612339319
182,7.94984450465e-05
183,7.18403379523e-05
184,8.3145162705e-05
185,7.1475666175e-05
186,7.47577120706e-05
187,8.56978650603e-05
188,0.000153162141828
189,8.09571320985e-05
190,7.32990250043e-05
191,7.6216399151e-05
192,8.67918803635e-05
193,7.14756661893e-05
194,7.84044297291e-05
195,0.000134199209981
196,8.53331932973e-05
197,7.29343532555e-05
198,7.25696814783e-05
199,6.92876355828e-05
200,8.3874506231e-05
